0, 0, Header, 1, 6, 384
1, 0, Start_track
1, 0, Title_t, "control track"
1, 0, Text_t, "creator: "
1, 0, Text_t, "GNU LilyPond 2.18.2           "
1, 0, Time_signature, 4, 2, 18, 8
1, 0, Tempo, 545454
1, 0, End_track
2, 0, Start_track
2, 0, Title_t, ":voice"
2, 0, Program_c, 0, 53
2, 0, Program_c, 0, 53
2, 0, Instrument_name_t, "voice oohs"
2, 0, Key_signature, 0, "major"
2, 0, Note_on_c, 0, 64, 90
2, 768, Note_on_c, 0, 64, 0
2, 768, Note_on_c, 0, 62, 90
2, 1536, Note_on_c, 0, 62, 0
2, 1536, Note_on_c, 0, 60, 90
2, 3072, Note_on_c, 0, 60, 0
2, 3072, Note_on_c, 0, 62, 90
2, 3840, Note_on_c, 0, 62, 0
2, 3840, Note_on_c, 0, 64, 90
2, 4224, Note_on_c, 0, 64, 0
2, 4224, Note_on_c, 0, 65, 90
2, 4608, Note_on_c, 0, 65, 0
2, 4608, Note_on_c, 0, 64, 90
2, 5376, Note_on_c, 0, 64, 0
2, 6144, Note_on_c, 0, 67, 90
2, 6912, Note_on_c, 0, 67, 0
2, 6912, Note_on_c, 0, 69, 90
2, 7680, Note_on_c, 0, 69, 0
2, 7680, Note_on_c, 0, 71, 90
2, 9216, Note_on_c, 0, 71, 0
2, 9216, Note_on_c, 0, 69, 90
2, 9984, Note_on_c, 0, 69, 0
2, 9984, Note_on_c, 0, 67, 90
2, 10368, Note_on_c, 0, 67, 0
2, 10368, Note_on_c, 0, 66, 90
2, 10752, Note_on_c, 0, 66, 0
2, 10752, Note_on_c, 0, 67, 90
2, 11520, Note_on_c, 0, 67, 0
2, 12288, Note_on_c, 0, 67, 90
2, 13056, Note_on_c, 0, 67, 0
2, 13056, Note_on_c, 0, 69, 90
2, 13440, Note_on_c, 0, 69, 0
2, 13440, Note_on_c, 0, 71, 90
2, 13824, Note_on_c, 0, 71, 0
2, 13824, Note_on_c, 0, 72, 90
2, 14976, Note_on_c, 0, 72, 0
2, 14976, Note_on_c, 0, 71, 90
2, 15168, Note_on_c, 0, 71, 0
2, 15168, Note_on_c, 0, 69, 90
2, 15360, Note_on_c, 0, 69, 0
2, 15360, Note_on_c, 0, 67, 90
2, 16128, Note_on_c, 0, 67, 0
2, 16128, Note_on_c, 0, 65, 90
2, 16896, Note_on_c, 0, 65, 0
2, 16896, Note_on_c, 0, 64, 90
2, 17664, Note_on_c, 0, 64, 0
2, 18432, Note_on_c, 0, 64, 90
2, 18816, Note_on_c, 0, 64, 0
2, 18816, Note_on_c, 0, 62, 90
2, 19200, Note_on_c, 0, 62, 0
2, 19200, Note_on_c, 0, 64, 90
2, 19584, Note_on_c, 0, 64, 0
2, 19584, Note_on_c, 0, 65, 90
2, 19968, Note_on_c, 0, 65, 0
2, 19968, Note_on_c, 0, 67, 90
2, 21504, Note_on_c, 0, 67, 0
2, 21504, Note_on_c, 0, 67, 90
2, 21888, Note_on_c, 0, 67, 0
2, 21888, Note_on_c, 0, 65, 90
2, 22272, Note_on_c, 0, 65, 0
2, 22272, Note_on_c, 0, 64, 90
2, 22656, Note_on_c, 0, 64, 0
2, 22656, Note_on_c, 0, 62, 90
2, 23040, Note_on_c, 0, 62, 0
2, 23040, Note_on_c, 0, 60, 90
2, 24576, Note_on_c, 0, 60, 0
2, 24576, End_track
3, 0, Start_track
3, 0, Lyric_t, "Mi"
3, 768, Lyric_t, "re"
3, 1536, Lyric_t, "do"
3, 3072, Lyric_t, "re"
3, 3840, Lyric_t, "mi"
3, 4224, Lyric_t, "fa"
3, 4608, Lyric_t, "mi"
3, 6144, Lyric_t, "sol"
3, 6912, Lyric_t, "la"
3, 7680, Lyric_t, "si"
3, 9216, Lyric_t, "la"
3, 9984, Lyric_t, "sol"
3, 10368, Lyric_t, "fa"
3, 10752, Lyric_t, "sol"
3, 12288, Lyric_t, "sol"
3, 13056, Lyric_t, "la"
3, 13440, Lyric_t, "si"
3, 13824, Lyric_t, "do"
3, 14976, Lyric_t, "si"
3, 15168, Lyric_t, "la"
3, 15360, Lyric_t, "sol"
3, 16128, Lyric_t, "fa"
3, 16896, Lyric_t, "mi"
3, 18432, Lyric_t, "mi"
3, 18816, Lyric_t, "re"
3, 19200, Lyric_t, "mi"
3, 19584, Lyric_t, "fa"
3, 19968, Lyric_t, "sol"
3, 21504, Lyric_t, "sol"
3, 21888, Lyric_t, "fa"
3, 22272, Lyric_t, "mi"
3, 22656, Lyric_t, "re"
3, 23040, Lyric_t, "do"
3, 23040, End_track
4, 0, Start_track
4, 0, Title_t, ":voice"
4, 0, Program_c, 2, 53
4, 0, Program_c, 2, 53
4, 0, Instrument_name_t, "voice oohs"
4, 0, Key_signature, 0, "major"
4, 0, Note_on_c, 2, 52, 90
4, 768, Note_on_c, 2, 52, 0
4, 768, Note_on_c, 2, 50, 90
4, 1536, Note_on_c, 2, 50, 0
4, 1536, Note_on_c, 2, 48, 90
4, 3072, Note_on_c, 2, 48, 0
4, 3072, Note_on_c, 2, 50, 90
4, 3840, Note_on_c, 2, 50, 0
4, 3840, Note_on_c, 2, 52, 90
4, 4224, Note_on_c, 2, 52, 0
4, 4224, Note_on_c, 2, 53, 90
4, 4608, Note_on_c, 2, 53, 0
4, 4608, Note_on_c, 2, 52, 90
4, 5376, Note_on_c, 2, 52, 0
4, 6144, Note_on_c, 2, 55, 90
4, 6912, Note_on_c, 2, 55, 0
4, 6912, Note_on_c, 2, 57, 90
4, 7680, Note_on_c, 2, 57, 0
4, 7680, Note_on_c, 2, 59, 90
4, 9216, Note_on_c, 2, 59, 0
4, 9216, Note_on_c, 2, 57, 90
4, 9984, Note_on_c, 2, 57, 0
4, 9984, Note_on_c, 2, 55, 90
4, 10368, Note_on_c, 2, 55, 0
4, 10368, Note_on_c, 2, 54, 90
4, 10752, Note_on_c, 2, 54, 0
4, 10752, Note_on_c, 2, 55, 90
4, 11520, Note_on_c, 2, 55, 0
4, 12288, Note_on_c, 2, 55, 90
4, 13056, Note_on_c, 2, 55, 0
4, 13056, Note_on_c, 2, 57, 90
4, 13440, Note_on_c, 2, 57, 0
4, 13440, Note_on_c, 2, 59, 90
4, 13824, Note_on_c, 2, 59, 0
4, 13824, Note_on_c, 2, 60, 90
4, 14976, Note_on_c, 2, 60, 0
4, 14976, Note_on_c, 2, 59, 90
4, 15168, Note_on_c, 2, 59, 0
4, 15168, Note_on_c, 2, 57, 90
4, 15360, Note_on_c, 2, 57, 0
4, 15360, Note_on_c, 2, 55, 90
4, 16128, Note_on_c, 2, 55, 0
4, 16128, Note_on_c, 2, 53, 90
4, 16896, Note_on_c, 2, 53, 0
4, 16896, Note_on_c, 2, 52, 90
4, 17664, Note_on_c, 2, 52, 0
4, 18432, Note_on_c, 2, 52, 90
4, 18816, Note_on_c, 2, 52, 0
4, 18816, Note_on_c, 2, 50, 90
4, 19200, Note_on_c, 2, 50, 0
4, 19200, Note_on_c, 2, 52, 90
4, 19584, Note_on_c, 2, 52, 0
4, 19584, Note_on_c, 2, 53, 90
4, 19968, Note_on_c, 2, 53, 0
4, 19968, Note_on_c, 2, 55, 90
4, 21504, Note_on_c, 2, 55, 0
4, 21504, Note_on_c, 2, 55, 90
4, 21888, Note_on_c, 2, 55, 0
4, 21888, Note_on_c, 2, 53, 90
4, 22272, Note_on_c, 2, 53, 0
4, 22272, Note_on_c, 2, 52, 90
4, 22656, Note_on_c, 2, 52, 0
4, 22656, Note_on_c, 2, 50, 90
4, 23040, Note_on_c, 2, 50, 0
4, 23040, Note_on_c, 2, 48, 90
4, 24576, Note_on_c, 2, 48, 0
4, 24576, End_track
5, 0, Start_track
5, 0, Title_t, "upper:"
5, 0, Program_c, 3, 0
